kurum_id,kurum_adi,kurum_tipi,il_kodu,il_adi,ilce_adi,adres,telefon,koordinat_lat,koordinat_lon,web_sitesi,veri_kaynagi,son_guncelleme,kaynak_url
TR-34-OZEL-030,ÖZEL AVCILAR ANADOLU HASTANESİ,Özel Genel Hastane,34,İSTANBUL,AVCILAR,AVCILAR/İSTANBUL,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-34-OZEL-030,ÖZEL AVCILAR BAYPARK HASTANESİ,Özel Genel Hastane,34,İSTANBUL,AVCILAR,AVCILAR/İSTANBUL,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-34-OZEL-021,ÖZEL AVCILAR HOSPİTAL,Özel Genel Hastane,34,İSTANBUL,AVCILAR,AVCILAR/İSTANBUL,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-34-OZEL-024,ÖZEL AVİCENNA  HASTANESİ,Özel Genel Hastane,34,İSTANBUL,ESENLER,ESENLER/İSTANBUL,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-34-OZEL-049,ÖZEL AVİCENNA  HASTANESİ ATAŞEHİR (ANADOLU ÇINAR),Özel Genel Hastane,34,İSTANBUL,ATAŞEHİR,ATAŞEHİR/İSTANBUL,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-34-OZEL-031,ÖZEL AVİCENNA HASTANESİ GÜLTEPE,Özel Genel Hastane,34,İSTANBUL,KAĞITHANE,KAĞITHANE/İSTANBUL,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-34-OZEL-028,ÖZEL AVİCENNA UMUT HASTANESİ,Özel Genel Hastane,34,İSTANBUL,KARTAL,KARTAL/İSTANBUL,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-34-OZEL-022,ÖZEL AVRASYA HASTANESİ,Özel Genel Hastane,34,İSTANBUL,ZEYTİNBURNU,ZEYTİNBURNU/İSTANBUL,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-34-OZEL-036,ÖZEL AVRASYA HASTANESİ GAZİOSMANPAŞA,Özel Genel Hastane,34,İSTANBUL,GAZİOSMANPAŞA,GAZİOSMANPAŞA/İSTANBUL,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-34-OZEL-030,ÖZEL AVRUPA HOSPITAL HASTANESİ,Özel Genel Hastane,34,İSTANBUL,ARNAVUTKÖY,ARNAVUTKÖY/İSTANBUL,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-34-OZEL-027,ÖZEL AVRUPA ŞAFAK HASTANESİ,Özel Genel Hastane,34,İSTANBUL,GAZİOSMANPAŞA,GAZİOSMANPAŞA/İSTANBUL,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-34-OZEL-033,ÖZEL AVUSTURYA SEN JORJ HASTANESİ,Özel Genel Hastane,34,İSTANBUL,BEYOĞLU,BEYOĞLU/İSTANBUL,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-34-OZEL-032,ÖZEL BAĞCILAR MEDİLİFE HASTANESİ,Özel Genel Hastane,34,İSTANBUL,BAĞCILAR,BAĞCILAR/İSTANBUL,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-34-OZEL-029,ÖZEL BAHAT HOSPİTAL HASTANESİ,Özel Genel Hastane,34,İSTANBUL,SULTANGAZİ,SULTANGAZİ/İSTANBUL,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-34-OZEL-056,ÖZEL BALAT  OR-AHAYİM MUSEVİ HASTANESİ  VAKFI İKTİSADİ İ,Özel Genel Hastane,34,İSTANBUL,FATİH,FATİH/İSTANBUL,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-34-OZEL-021,ÖZEL BAŞARI HASTANESİ,Özel Genel Hastane,34,İSTANBUL,GAZİOSMANPAŞA,GAZİOSMANPAŞA/İSTANBUL,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-34-OZEL-034,ÖZEL BATI BAHAT HOSPİTAL HASTANESİ,Özel Genel Hastane,34,İSTANBUL,KÜÇÜKÇEKMECE,KÜÇÜKÇEKMECE/İSTANBUL,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-34-OZEL-033,ÖZEL BAYINDIR İÇERENKÖY HASTANESİ,Özel Genel Hastane,34,İSTANBUL,ATAŞEHİR,ATAŞEHİR/İSTANBUL,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-34-OZEL-031,ÖZEL BAYPARK HOSPİTAL HASTANESİ,Özel Genel Hastane,34,İSTANBUL,BAYRAMPAŞA,BAYRAMPAŞA/İSTANBUL,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-34-OZEL-040,ÖZEL BAYRAMPAŞA KOLAN HOSPITAL HASTANESİ,Özel Genel Hastane,34,İSTANBUL,BAYRAMPAŞA,BAYRAMPAŞA/İSTANBUL,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-34-OZEL-040,ÖZEL BEYLİKDÜZÜ KOLAN HOSPİTAL HASTANESİ,Özel Genel Hastane,34,İSTANBUL,BEYLİKDÜZÜ,BEYLİKDÜZÜ/İSTANBUL,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-34-OZEL-034,ÖZEL BEYLİKDÜZÜ MEDİLİFE HASTANESİ,Özel Genel Hastane,34,İSTANBUL,BEYLİKDÜZÜ,BEYLİKDÜZÜ/İSTANBUL,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-34-OZEL-020,ÖZEL BİLGE HASTANESİ,Özel Genel Hastane,34,İSTANBUL,GAZİOSMANPAŞA,GAZİOSMANPAŞA/İSTANBUL,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-34-OZEL-026,ÖZEL BİRİNCİ GÖZ HASTANESİ,Özel Genel Hastane,34,İSTANBUL,BEYLİKDÜZÜ,BEYLİKDÜZÜ/İSTANBUL,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-34-OZEL-021,ÖZEL BİRLİK HASTANESİ,Özel Genel Hastane,34,İSTANBUL,KARTAL,KARTAL/İSTANBUL,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-34-OZEL-042,ÖZEL BÜYÜKÇEKMECE KOLAN HOSPİTAL HASTANESİ,Özel Genel Hastane,34,İSTANBUL,BÜYÜKÇEKMECE,BÜYÜKÇEKMECE/İSTANBUL,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-34-OZEL-022,ÖZEL ÇAĞINER HASTANESİ,Özel Genel Hastane,34,İSTANBUL,KADIKÖY,KADIKÖY/İSTANBUL,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-34-OZEL-028,ÖZEL ÇAMLICA ERDEM HASTANESİ,Özel Genel Hastane,34,İSTANBUL,ÜSKÜDAR,ÜSKÜDAR/İSTANBUL,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-34-OZEL-021,ÖZEL ÇAMLIK HASTANESİ,Özel Genel Hastane,34,İSTANBUL,BAKIRKÖY,BAKIRKÖY/İSTANBUL,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-34-OZEL-019,ÖZEL ÇAPA HASTANESİ,Özel Genel Hastane,34,İSTANBUL,FATİH,FATİH/İSTANBUL,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-34-OZEL-028,ÖZEL ÇAPA MEDİLİFE HASTANESİ,Özel Genel Hastane,34,İSTANBUL,FATİH,FATİH/İSTANBUL,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-34-OZEL-019,ÖZEL DELTA HOSPİTAL,Özel Genel Hastane,34,İSTANBUL,MALTEPE,MALTEPE/İSTANBUL,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-34-OZEL-031,ÖZEL DENTİSTANBUL DİŞ HASTANESİ,Özel Diş Hastanesi,34,İSTANBUL,BEŞİKTAŞ,BEŞİKTAŞ/İSTANBUL,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-34-OZEL-024,ÖZEL DERİNDERE HASTANESİ,Özel Genel Hastane,34,İSTANBUL,KAĞITHANE,KAĞITHANE/İSTANBUL,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-34-OZEL-028,ÖZEL DOĞA HOSPİTAL HASTANESİ,Özel Genel Hastane,34,İSTANBUL,ESENYURT,ESENYURT/İSTANBUL,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-34-OZEL-020,ÖZEL DOĞAN HASTANESİ,Özel Genel Hastane,34,İSTANBUL,KÜÇÜKÇEKMECE,KÜÇÜKÇEKMECE/İSTANBUL,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-34-OZEL-045,ÖZEL DOKTOR NAZİF BAĞRIAÇIK KADIKÖY HASTANESİ,Özel Genel Hastane,34,İSTANBUL,KADIKÖY,KADIKÖY/İSTANBUL,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-34-OZEL-028,ÖZEL DORA HOSPİTAL HASTANESİ,Özel Genel Hastane,34,İSTANBUL,ŞİŞLİ,ŞİŞLİ/İSTANBUL,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-34-OZEL-029,ÖZEL DR.SADIK AHMET HASTANESİ,Özel Genel Hastane,34,İSTANBUL,KÜÇÜKÇEKMECE,KÜÇÜKÇEKMECE/İSTANBUL,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-34-OZEL-020,ÖZEL DUYGU HASTANESİ,Özel Genel Hastane,34,İSTANBUL,GAZİOSMANPAŞA,GAZİOSMANPAŞA/İSTANBUL,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-34-OZEL-031,ÖZEL DÜNYA GÖZ HASTANESİ ATAKÖY,Özel Genel Hastane,34,İSTANBUL,BAKIRKÖY,BAKIRKÖY/İSTANBUL,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-34-OZEL-031,ÖZEL DÜNYA GÖZ HASTANESİ ETİLER,Özel Göz Hastanesi,34,İSTANBUL,BEŞİKTAŞ,BEŞİKTAŞ/İSTANBUL,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-34-OZEL-029,ÖZEL EMSEY HOSPİTAL HASTANESİ,Özel Genel Hastane,34,İSTANBUL,PENDİK,PENDİK/İSTANBUL,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-34-OZEL-020,ÖZEL ERDEM HASTANESİ,Özel Genel Hastane,34,İSTANBUL,ÜMRANİYE,ÜMRANİYE/İSTANBUL,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-34-OZEL-019,ÖZEL EREN HASTANESİ,Özel Genel Hastane,34,İSTANBUL,ATAŞEHİR,ATAŞEHİR/İSTANBUL,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-34-OZEL-020,ÖZEL ERSOY HASTANESİ,Özel Genel Hastane,34,İSTANBUL,SULTANBEYLİ,SULTANBEYLİ/İSTANBUL,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-34-OZEL-022,ÖZEL ESENCAN HASTANESİ,Özel Genel Hastane,34,İSTANBUL,ESENYURT,ESENYURT/İSTANBUL,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-34-OZEL-037,ÖZEL ESENLER ENSAR HASTANESİ AVİCENNA,Özel Genel Hastane,34,İSTANBUL,ESENLER,ESENLER/İSTANBUL,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-34-OZEL-031,ÖZEL ESTETHİCA LEVENT HASTANESİ,Özel Genel Hastane,34,İSTANBUL,BEŞİKTAŞ,BEŞİKTAŞ/İSTANBUL,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-34-OZEL-030,ÖZEL ETHİCA  İNCİRLİ HASTANESİ,Özel Genel Hastane,34,İSTANBUL,BAKIRKÖY,BAKIRKÖY/İSTANBUL,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-34-OZEL-021,ÖZEL ETİLER HASTANESİ,Özel Genel Hastane,34,İSTANBUL,BEŞİKTAŞ,BEŞİKTAŞ/İSTANBUL,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-34-OZEL-020,ÖZEL FATİH HASTANESİ,Özel Genel Hastane,34,İSTANBUL,FATİH,FATİH/İSTANBUL,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-34-OZEL-028,ÖZEL FRANSIZ  LAPE HASTANESİ,Özel Genel Hastane,34,İSTANBUL,ŞİŞLİ,ŞİŞLİ/İSTANBUL,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-34-OZEL-047,ÖZEL GAYRETTEPE  FLORANCE NİGHTİNGALE HASTANESİ,Özel Genel Hastane,34,İSTANBUL,BEŞİKTAŞ,BEŞİKTAŞ/İSTANBUL,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-34-OZEL-019,ÖZEL GAZİ HASTANESİ,Özel Genel Hastane,34,İSTANBUL,SULTANGAZİ,SULTANGAZİ/İSTANBUL,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-34-OZEL-049,ÖZEL GÖZ NURUNU KORUMA VAKFI BAYRAMPAŞA GÖZ HASTA,Özel Genel Hastane,34,İSTANBUL,BAYRAMPAŞA,BAYRAMPAŞA/İSTANBUL,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-34-OZEL-022,ÖZEL GÖZTEPE HASTANESİ,Özel Genel Hastane,34,İSTANBUL,KADIKÖY,KADIKÖY/İSTANBUL,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-34-OZEL-040,ÖZEL GSM GİSBİR SAĞLIK MERKEZİ HASTANESİ,Özel Genel Hastane,34,İSTANBUL,TUZLA,TUZLA/İSTANBUL,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-34-OZEL-028,ÖZEL GÜNEŞLİ ERDEM HASTANESİ,Özel Genel Hastane,34,İSTANBUL,BAĞCILAR,BAĞCILAR/İSTANBUL,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-34-OZEL-020,ÖZEL GÜNEY HASTANESİ,Özel Genel Hastane,34,İSTANBUL,ESENLER,ESENLER/İSTANBUL,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-34-OZEL-023,ÖZEL GÜNGÖREN HASTANESİ,Özel Genel Hastane,34,İSTANBUL,GÜNGÖREN,GÜNGÖREN/İSTANBUL,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-34-OZEL-027,ÖZEL HALKALI KENT HASTANESİ,Özel Genel Hastane,34,İSTANBUL,KÜÇÜKÇEKMECE,KÜÇÜKÇEKMECE/İSTANBUL,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-34-OZEL-024,ÖZEL HASTANE34 HASTANESİ,Özel Genel Hastane,34,İSTANBUL,BAĞCILAR,BAĞCILAR/İSTANBUL,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-34-OZEL-028,ÖZEL HİSAR ÇAMLICA HASTANESİ,Özel Genel Hastane,34,İSTANBUL,ÜMRANİYE,ÜMRANİYE/İSTANBUL,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-34-OZEL-046,ÖZEL HİSAR İNTERCONTİNENTAL HOSPİTAL HASTANESİ,Özel Genel Hastane,34,İSTANBUL,ÜMRANİYE,ÜMRANİYE/İSTANBUL,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-34-OZEL-026,ÖZEL HOSPİTALİST HASTANESİ,Özel Genel Hastane,34,İSTANBUL,BAĞCILAR,BAĞCILAR/İSTANBUL,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-34-OZEL-019,ÖZEL İLGİ HASTANESİ,Özel Genel Hastane,34,İSTANBUL,GÜNGÖREN,GÜNGÖREN/İSTANBUL,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-34-OZEL-035,ÖZEL İSTANBUL BALIKLI RUM HASTANESİ,Özel Genel Hastane,34,İSTANBUL,ZEYTİNBURNU,ZEYTİNBURNU/İSTANBUL,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-34-OZEL-030,ÖZEL İSTANBUL BÖLGE  HASTANESİ,Özel Genel Hastane,34,İSTANBUL,SANCAKTEPE,SANCAKTEPE/İSTANBUL,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-34-OZEL-031,ÖZEL İSTANBUL CERRAHİ HASTANESİ,Özel Genel Hastane,34,İSTANBUL,ŞİŞLİ,ŞİŞLİ/İSTANBUL,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-34-OZEL-044,ÖZEL İSTANBUL FLORENCE NIGHTINGALE HASTANESİ,Özel Genel Hastane,34,İSTANBUL,ŞİŞLİ,ŞİŞLİ/İSTANBUL,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-34-OZEL-027,ÖZEL İSTANBUL GÖZ HASTANESİ,Özel Göz Hastanesi,34,İSTANBUL,BAHÇELİEVLER,BAHÇELİEVLER/İSTANBUL,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-34-OZEL-022,ÖZEL İSTANBUL HOSPİTAL,Özel Genel Hastane,34,İSTANBUL,KÜÇÜKÇEKMECE,KÜÇÜKÇEKMECE/İSTANBUL,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-34-OZEL-033,ÖZEL İSTANBUL İBNİ SİNA HASTANESİ,Özel Genel Hastane,34,İSTANBUL,KARTAL,KARTAL/İSTANBUL,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-34-OZEL-041,ÖZEL İSTANBUL MEDİCİNE HOSPİTAL HASTANESİ,Özel Genel Hastane,34,İSTANBUL,BAĞCILAR,BAĞCILAR/İSTANBUL,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-34-OZEL-031,ÖZEL İSTANBUL MEDİPOL HASTANESİ,Özel Genel Hastane,34,İSTANBUL,KADIKÖY,KADIKÖY/İSTANBUL,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
