kurum_id,kurum_adi,kurum_tipi,il_kodu,il_adi,ilce_adi,adres,telefon,koordinat_lat,koordinat_lon,web_sitesi,veri_kaynagi,son_guncelleme
,T.C. Sağlık Bakanlığı Sivas Devlet Hastanesi,Devlet Hastanesi,58,Si̇vas,Merkez,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Gemerek Devlet Hastanesi,Devlet Hastanesi,58,Si̇vas,Gemerek,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Sivas Ağız ve Diş Sağlığı Hastanesi,Ağız ve Diş Sağlığı Merkezi,58,Si̇vas,Merkez,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Ulaş İlçe Devlet Hastanesi,Devlet Hastanesi,58,Si̇vas,Ulaş,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Hafik Hacı Esma Kocacık İlçe Devlet Hastanesi,Devlet Hastanesi,58,Si̇vas,Hafi̇k,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Altınyayla İlçe Devlet Hastanesi,Devlet Hastanesi,58,Si̇vas,Altinyayla,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Koyulhisar İlçe Devlet Hastanesi,Devlet Hastanesi,58,Si̇vas,Koyulhi̇sar,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı İmranlı İlçe Devlet Hastanesi,Devlet Hastanesi,58,Si̇vas,İmranli,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Akıncılar İlçe Devlet Hastanesi,Devlet Hastanesi,58,Si̇vas,Akincilar,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Gölova İlçe Devlet Hastanesi,Devlet Hastanesi,58,Si̇vas,Gölova,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Doğanşar İlçe Devlet Hastanesi,Devlet Hastanesi,58,Si̇vas,Doğanşar,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Şanlıurfa Mehmet Akif İnan Eğitim ve Araştırma Hastanesi,Eğitim ve Araştırma Hastanesi,63,Şanliurfa,Karaköprü,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Suruç Devlet Hastanesi,Devlet Hastanesi,63,Şanliurfa,Suruç,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Viranşehir Devlet Hastanesi,Devlet Hastanesi,63,Şanliurfa,Vi̇ranşehi̇r,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Ceylanpınar Devlet Hastanesi,Devlet Hastanesi,63,Şanliurfa,Ceylanpinar,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Siverek Devlet Hastanesi,Devlet Hastanesi,63,Şanliurfa,Si̇verek,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Akçakale Devlet Hastanesi,Devlet Hastanesi,63,Şanliurfa,Akçakale,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Birecik Devlet Hastanesi,Devlet Hastanesi,63,Şanliurfa,Bi̇reci̇k,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Hilvan Şehit Halit Şiltak Devlet Hastanesi,Devlet Hastanesi,63,Şanliurfa,Hi̇lvan,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Harran Devlet Hastanesi,Devlet Hastanesi,63,Şanliurfa,Harran,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Şanlıurfa Balıklıgöl Devlet Hastanesi,Devlet Hastanesi,63,Şanliurfa,Eyyübi̇ye,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Bozova Mehmet-Enver Yıldırım Devlet Hastanesi,Devlet Hastanesi,63,Şanliurfa,Bozova,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Halfeti Devlet Hastanesi,Devlet Hastanesi,63,Şanliurfa,Halfeti̇,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Şanlıurfa Ağız ve Diş Sağlığı Hastanesi,Ağız ve Diş Sağlığı Merkezi,63,Şanliurfa,Karaköprü,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Şanlıurfa Eğitim ve Araştırma Hastanesi,Eğitim ve Araştırma Hastanesi,63,Şanliurfa,Eyyübi̇ye,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Şırnak Devlet Hastanesi,Devlet Hastanesi,73,Şirnak,Merkez,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Cizre Dr. Selahattin Cizrelioğlu Devlet Hastanesi,Devlet Hastanesi,73,Şirnak,Ci̇zre,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı İdil Devlet Hastanesi,Devlet Hastanesi,73,Şirnak,İdi̇l,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Silopi Devlet Hastanesi,Devlet Hastanesi,73,Şirnak,Si̇lopi̇,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Beytüşşebap İlçe Devlet Hastanesi,Devlet Hastanesi,73,Şirnak,Beytüşşebap,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Şırnak Şehit Aydoğan Aydın Devlet Hastanesi,Devlet Hastanesi,73,Şirnak,Merkez,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Uludere Devlet Hastanesi,Devlet Hastanesi,73,Şirnak,Uludere,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Güçlükonak İlçe Devlet Hastanesi,Devlet Hastanesi,73,Şirnak,Güçlükonak,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Tekirdağ Saray Devlet Hastanesi,Devlet Hastanesi,59,Teki̇rdağ,Saray,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Şarköy Devlet Hastanesi,Devlet Hastanesi,59,Teki̇rdağ,Şarköy,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Hayrabolu Devlet Hastanesi,Devlet Hastanesi,59,Teki̇rdağ,Hayrabolu,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Malkara Devlet Hastanesi,Devlet Hastanesi,59,Teki̇rdağ,Malkara,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Çorlu Devlet Hastanesi,Devlet Hastanesi,59,Teki̇rdağ,Çorlu,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Tekirdağ Dr. İsmail Fehmi Cumalıoğlu Şehir Hastanesi,Devlet Hastanesi,59,Teki̇rdağ,Süleymanpaşa,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Tekirdağ Devlet Hastanesi,Devlet Hastanesi,59,Teki̇rdağ,Süleymanpaşa,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Çerkezköy Devlet Hastanesi,Devlet Hastanesi,59,Teki̇rdağ,Çerkezköy,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Muratlı Devlet Hastanesi,Devlet Hastanesi,59,Teki̇rdağ,Muratli,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Tekirdağ Ağız ve Diş Sağlığı Hastanesi,Ağız ve Diş Sağlığı Merkezi,59,Teki̇rdağ,Süleymanpaşa,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Marmara Ereğlisi İlçe Devlet Hastanesi,Devlet Hastanesi,59,Teki̇rdağ,Marmara Ereğli̇si̇,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Kapaklı Devlet Hastanesi,Devlet Hastanesi,59,Teki̇rdağ,Kapakli,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Erbaa Devlet Hastanesi,Devlet Hastanesi,60,Tokat,Erbaa,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Turhal Devlet Hastanesi,Devlet Hastanesi,60,Tokat,Turhal,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Zile Devlet Hastanesi,Devlet Hastanesi,60,Tokat,Zi̇le,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Reşadiye Devlet Hastanesi,Devlet Hastanesi,60,Tokat,Reşadi̇ye,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Niksar Devlet Hastanesi,Devlet Hastanesi,60,Tokat,Ni̇ksar,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Tokat Devlet Hastanesi,Devlet Hastanesi,60,Tokat,Merkez,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Tokat Dr. Cevdet Aykan Ruh Sağlığı ve Hastalıkları Hastanesi,Devlet Hastanesi,60,Tokat,Merkez,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Almus Devlet Hastanesi,Devlet Hastanesi,60,Tokat,Almus,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Pazar İlçe Devlet Hastanesi,Devlet Hastanesi,60,Tokat,Pazar,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Yeşilyurt İlçe Devlet Hastanesi,Devlet Hastanesi,60,Tokat,Yeşi̇lyurt,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Sulusaray İlçe Devlet Hastanesi,Devlet Hastanesi,60,Tokat,Sulusaray,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Başçiftlik İlçe Devlet Hastanesi,Devlet Hastanesi,60,Tokat,Başçi̇ftli̇k,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Artova İlçe Devlet Hastanesi,Devlet Hastanesi,60,Tokat,Artova,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Trabzon Ahi Evren Göğüs Kalp ve Damar Cerrahisi Eğitim ve Araştırma Hastanesi,Eğitim ve Araştırma Hastanesi,61,Trabzon,Ortahi̇sar,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Trabzon Kanuni Eğitim ve Araştırma Hastanesi,Eğitim ve Araştırma Hastanesi,61,Trabzon,Ortahi̇sar,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Tonya Devlet Hastanesi,Devlet Hastanesi,61,Trabzon,Tonya,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Vakfıkebir Devlet Hastanesi,Devlet Hastanesi,61,Trabzon,Vakfikebi̇r,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Sürmene Devlet Hastanesi,Devlet Hastanesi,61,Trabzon,Sürmene,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Trabzon Ataköy Ruh ve Sinir Hastalıkları Hastanesi,Devlet Hastanesi,61,Trabzon,Çaykara,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Trabzon Yavuz Selim Kemik Hastalıkları ve Rehabilitasyon Hastanesi,Devlet Hastanesi,61,Trabzon,Ortahi̇sar,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Of Devlet Hastanesi,Devlet Hastanesi,61,Trabzon,Of,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Trabzon Ağız ve Diş Sağlığı Hastanesi,Ağız ve Diş Sağlığı Merkezi,61,Trabzon,Ortahi̇sar,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Araklı Bayram Halil Devlet Hastanesi,Devlet Hastanesi,61,Trabzon,Arakli,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Trabzon Fatih Devlet Hastanesi,Devlet Hastanesi,61,Trabzon,Ortahi̇sar,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Akçaabat Haçkalı Baba Devlet Hastanesi,Devlet Hastanesi,61,Trabzon,Akçaabat,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Maçka Ömer Burhanoğlu Fizik Tedavi ve Rehabilitasyon Hastanesi,Devlet Hastanesi,61,Trabzon,Maçka,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Çaykara Dr. M. İlhan Durgun İlçe Devlet Hastanesi,Devlet Hastanesi,61,Trabzon,Çaykara,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Düzköy İlçe Devlet Hastanesi,Devlet Hastanesi,61,Trabzon,Düzköy,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Şalpazarı İlçe Devlet Hastanesi,Devlet Hastanesi,61,Trabzon,Şalpazari,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Köprübaşı Vali Recep Yazıcıoğlu İlçe Devlet Hastanesi,Devlet Hastanesi,61,Trabzon,Köprübaşi,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Arsin İlçe Devlet Hastanesi,Devlet Hastanesi,61,Trabzon,Arsi̇n,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Tunceli Devlet Hastanesi,Devlet Hastanesi,62,Tunceli̇,Merkez,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,TC Sağlık Bakanlığı Pertek 70.Yıl Cumhuriyet İlçe Devlet Hastanesi,Devlet Hastanesi,62,Tunceli̇,Pertek,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Mazgirt İlçe Devlet Hastanesi,Devlet Hastanesi,62,Tunceli̇,Mazgi̇rt,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Hozat İlçe Devlet Hastanesi,Devlet Hastanesi,62,Tunceli̇,Hozat,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Ovacık İlçe Devlet Hastanesi,Devlet Hastanesi,62,Tunceli̇,Ovacik,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Çemişgezek İlçe Devlet Hastanesi,Devlet Hastanesi,62,Tunceli̇,Çemi̇şgezek,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Uşak Eğitim ve Araştırma Hastanesi,Eğitim ve Araştırma Hastanesi,64,Uşak,Merkez,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Banaz Devlet Hastanesi,Devlet Hastanesi,64,Uşak,Banaz,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Eşme Devlet Hastanesi,Devlet Hastanesi,64,Uşak,Eşme,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Sivaslı İlçe Devlet Hastanesi,Devlet Hastanesi,64,Uşak,Si̇vasli,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Uşak Ulubey İlçe Devlet Hastanesi,Devlet Hastanesi,64,Uşak,Ulubey,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Karahallı İlçe Devlet Hastanesi,Devlet Hastanesi,64,Uşak,Karahalli,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Van Eğitim ve Araştırma Hastanesi,Eğitim ve Araştırma Hastanesi,65,Van,İpekyolu,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Başkale Devlet Hastanesi,Devlet Hastanesi,65,Van,Başkale,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Muradiye Devlet Hastanesi,Devlet Hastanesi,65,Van,Muradi̇ye,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Özalp Devlet Hastanesi,Devlet Hastanesi,65,Van,Özalp,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Erciş Şehit Rıdvan Çevik Devlet Hastanesi,Devlet Hastanesi,65,Van,Erci̇ş,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Çatak Devlet Hastanesi,Devlet Hastanesi,65,Van,Çatak,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Bahçesaray İlçe Devlet Hastanesi,Devlet Hastanesi,65,Van,Bahçesaray,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Çaldıran Devlet Hastanesi,Devlet Hastanesi,65,Van,Çaldiran,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Gevaş Devlet Hastanesi,Devlet Hastanesi,65,Van,Gevaş,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Gürpınar İlçe Devlet Hastanesi,Devlet Hastanesi,65,Van,Gürpinar,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Van Saray İlçe Devlet Hastanesi,Devlet Hastanesi,65,Van,Saray,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Yalova Devlet Hastanesi,Devlet Hastanesi,77,Yalova,Merkez,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Altınova İlçe Devlet Hastanesi,Devlet Hastanesi,77,Yalova,Altinova,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Çınarcık Devlet Hastanesi,Devlet Hastanesi,77,Yalova,Çinarcik,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Armutlu İlçe Devlet Hastanesi,Devlet Hastanesi,77,Yalova,Armutlu,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Sarıkaya Devlet Hastanesi,Devlet Hastanesi,66,Yozgat,Sarikaya,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Şefaatli Şehit Osman Belkaya Devlet Hastanesi,Devlet Hastanesi,66,Yozgat,Şefaatli̇,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Yerköy Devlet Hastanesi,Devlet Hastanesi,66,Yozgat,Yerköy,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Sorgun Devlet Hastanesi,Devlet Hastanesi,66,Yozgat,Sorgun,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Çekerek Şehit Harun Koçak Devlet Hastanesi,Devlet Hastanesi,66,Yozgat,Çekerek,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Akdağmadeni Şehit Sinan Babacan Devlet Hastanesi,Devlet Hastanesi,66,Yozgat,Akdağmadeni̇,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Boğazlıyan Devlet Hastanesi,Devlet Hastanesi,66,Yozgat,Boğazliyan,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Çayıralan İlçe Devlet Hastanesi,Devlet Hastanesi,66,Yozgat,Çayiralan,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Saraykent Şehit Beytullah Yeşilay İlçe Devlet Hastanesi,Devlet Hastanesi,66,Yozgat,Saraykent,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Yozgat Şehir Hastanesi,Devlet Hastanesi,66,Yozgat,Merkez,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Kadışehri İlçe Devlet Hastanesi,Devlet Hastanesi,66,Yozgat,Kadişehri̇,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Yozgat Aydıncık İlçe Devlet Hastanesi,Devlet Hastanesi,66,Yozgat,Aydincik,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Yenifakılı İlçe Devlet Hastanesi,Devlet Hastanesi,66,Yozgat,Yeni̇fakili,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Çandır İlçe Devlet Hastanesi,Devlet Hastanesi,66,Yozgat,Çandir,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Karadeniz Ereğli Devlet Hastanesi,Devlet Hastanesi,67,Zonguldak,Ereğli̇,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Çaycuma Devlet Hastanesi,Devlet Hastanesi,67,Zonguldak,Çaycuma,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Devrek Devlet Hastanesi,Devlet Hastanesi,67,Zonguldak,Devrek,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Alaplı Devlet Hastanesi,Devlet Hastanesi,67,Zonguldak,Alapli,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Zonguldak Uzun Mehmet Göğüs ve Meslek Hastalıkları Hastanesi,Devlet Hastanesi,67,Zonguldak,Merkez,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Zonguldak Atatürk Devlet Hastanesi,Devlet Hastanesi,67,Zonguldak,Merkez,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Zonguldak Kadın Doğum ve Çocuk Hastalıkları Hastanesi,Devlet Hastanesi,67,Zonguldak,Merkez,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Gökçebey İlçe Devlet Hastanesi,Devlet Hastanesi,67,Zonguldak,Gökçebey,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Adıyaman Ağız ve Diş Sağlığı Merkezi,Ağız ve Diş Sağlığı Merkezi,2,Adiyaman,Merkez,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Afyonkarahisar Ağız ve Diş Sağlığı Merkezi,Ağız ve Diş Sağlığı Merkezi,3,Afyonkarahi̇sar,Merkez,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Ağrı Ağız ve Diş Sağlığı Merkezi,Ağız ve Diş Sağlığı Merkezi,4,Ağri,Merkez,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Aksaray Ağız ve Diş Sağlığı Merkezi,Ağız ve Diş Sağlığı Merkezi,68,Aksaray,Merkez,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Amasya Ağız ve Diş Sağlığı Merkezi,Ağız ve Diş Sağlığı Merkezi,5,Amasya,Merkez,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Merzifon Ağız ve Diş Sağlığı Merkezi,Ağız ve Diş Sağlığı Merkezi,5,Amasya,Merzi̇fon,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Ankara Topraklık Ağız ve Diş Sağlığı Merkezi,Ağız ve Diş Sağlığı Merkezi,6,Ankara,Çankaya,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Gölbaşı Ülkü Ulusoy Ağız ve Diş Sağlığı Merkezi,Ağız ve Diş Sağlığı Merkezi,6,Ankara,Gölbaşi,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Sincan Ağız ve Diş Sağlığı Merkezi,Ağız ve Diş Sağlığı Merkezi,6,Ankara,Si̇ncan,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Mamak Ağız ve Diş Sağlığı Merkezi,Ağız ve Diş Sağlığı Merkezi,6,Ankara,Mamak,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
